datetime,matte_west,Power
4/30/2023 12:46,1136.456421,9.04166317
4/30/2023 12:47,1106.995972,8.991763115
4/30/2023 12:47,1122.976074,8.91966629
4/30/2023 12:47,1278.889526,8.895793915
4/30/2023 12:47,1118.998413,8.828074455
4/30/2023 12:47,1119.997925,8.701965332
4/30/2023 12:47,1096.002441,8.661987305
4/30/2023 12:48,1108,8.695344925
4/30/2023 12:48,1090.004028,8.687264442
4/30/2023 12:48,1115.999756,8.598542213
4/30/2023 12:48,1123.995972,8.545946121
4/30/2023 12:48,1124,8.526157379
4/30/2023 12:48,1098.994629,8.408028603
4/30/2023 12:49,1129.995605,8.364034653
4/30/2023 12:49,1123.996826,8.400930405
4/30/2023 12:49,1138.987427,8.472165108
4/30/2023 12:49,1042.015625,8.517659187
4/30/2023 12:49,1140.996338,8.537643433
4/30/2023 12:49,1117.005249,8.526040077
4/30/2023 12:50,1124.990967,8.510266304
4/30/2023 12:50,1130.969971,8.526834488
4/30/2023 12:50,1141.947876,8.521834373
4/30/2023 12:50,1171.996948,8.515101433
4/30/2023 12:50,1158.993652,8.524725914
4/30/2023 12:50,1170.995605,8.563055038
4/30/2023 12:51,1130.999146,8.584969521
4/30/2023 12:51,1136.995117,8.598818779
4/30/2023 12:51,1140.969604,8.631978989
4/30/2023 12:51,1000.522095,8.656219482
4/30/2023 12:51,1158.99939,8.667981148
4/30/2023 12:51,1011.985718,8.650627136
4/30/2023 12:52,1171.981079,8.660219193
4/30/2023 12:52,1044.979004,8.78850174
4/30/2023 12:52,1105.992798,8.898766518
4/30/2023 12:52,1102.996826,8.977724075
4/30/2023 12:52,1165.999268,9.19387722
4/30/2023 12:52,1163,9.365922928
4/30/2023 12:53,1142.907593,9.465506554
4/30/2023 12:53,1150.011719,9.516755104
4/30/2023 13:03,1047.994385,9.264122009
4/30/2023 13:05,1004.99762,8.440940857
4/30/2023 13:06,1010.995178,8.445441246
4/30/2023 13:06,1167.998779,8.489760399
4/30/2023 13:06,1188.93396,8.439451218
4/30/2023 13:07,1179,8.351690292
4/30/2023 13:07,1155.997559,8.36293602
4/30/2023 13:07,1162.994385,8.42229557
4/30/2023 13:07,1157.007202,8.566968918
4/30/2023 13:07,1170.015015,8.626368523
4/30/2023 13:08,1159.003418,8.618300438
4/30/2023 13:08,1165.000977,8.51735878
4/30/2023 13:08,1174.996094,8.460816383
4/30/2023 13:08,1170.865479,8.441436768
4/30/2023 13:08,1169.789673,8.394134521
4/30/2023 13:08,1148.996948,8.286831856
4/30/2023 13:09,1148.988281,8.224848747
4/30/2023 13:09,1087.081787,8.192852974
4/30/2023 13:09,1098.002563,8.201360703
4/30/2023 13:09,1068.000488,8.226675987
4/30/2023 13:09,1111.996582,8.19297123
4/30/2023 13:09,1299.916382,8.204494476
4/30/2023 13:10,1079.713989,8.323054314
4/30/2023 13:10,1111,8.782089233
4/30/2023 13:10,1004.989197,9.353419304
4/30/2023 13:10,1125,9.484992981
4/30/2023 13:10,1115,9.28194809
4/30/2023 13:10,1104.994019,8.825893402
4/30/2023 13:11,1000.998779,7.894700527
4/30/2023 13:11,1146.003052,6.78312397
4/30/2023 13:11,1133.983276,6.536334991
4/30/2023 13:11,1149.991943,6.71861887
4/30/2023 13:11,1067.963013,6.796613693
4/30/2023 13:11,1185.999512,6.8105793
4/30/2023 13:12,1186.998413,6.87783289
4/30/2023 13:12,1153.992065,7.245896816
4/30/2023 13:12,1178.067505,7.897064209
4/30/2023 13:12,1151.984619,8.350836754
4/30/2023 13:12,1159.998779,8.497633934
4/30/2023 13:12,1080.99646,8.552634239
4/30/2023 13:13,1099.985596,8.594742775
4/30/2023 13:13,1098.995728,8.552279472
4/30/2023 13:13,1115.995728,8.498914719
4/30/2023 13:13,1133.994385,8.518116951
4/30/2023 13:13,1152,8.528982162
4/30/2023 13:13,1164.993042,8.642806053
4/30/2023 13:14,1023.965027,8.773490906
4/30/2023 13:14,1163.997925,8.845258713
4/30/2023 13:14,1140.996948,8.930077553
4/30/2023 13:14,1062.455566,8.989210129
4/30/2023 13:14,1045.90979,9.050743103
4/30/2023 13:14,1164.998535,9.110342026
4/30/2023 13:15,1148.040527,9.152763367
4/30/2023 13:15,1097.971436,9.194311142
4/30/2023 13:15,1133.990967,9.25487709
4/30/2023 13:15,1127.001221,9.279473305
4/30/2023 13:16,1130.994385,9.293123245
4/30/2023 13:16,1142.005371,9.284143448
4/30/2023 13:16,1132.015137,9.284477234
4/30/2023 13:16,1120.995483,9.28481102
4/30/2023 13:16,1093,9.251905441
4/30/2023 13:16,1114.994751,9.211868286
4/30/2023 13:17,1093.001953,9.244937897
4/30/2023 13:17,1073.003662,9.249335289
4/30/2023 13:17,1079.002441,9.183598518
4/30/2023 13:17,1060.008423,9.01785183
4/30/2023 13:17,1035.041992,8.771733284
4/30/2023 13:17,1021,8.719934464
4/30/2023 13:18,1050.997559,8.803413391
4/30/2023 13:18,1013.001587,8.800427437
4/30/2023 13:18,1168.75,8.912619591
4/30/2023 13:18,1039.617676,9.195690155
4/30/2023 13:18,1003.990051,9.239560127
4/30/2023 13:18,1002.998413,9.259041786
4/30/2023 13:19,1003.999756,9.285002708
4/30/2023 13:19,1065.976807,9.242370605
4/30/2023 13:19,1020.275085,9.28331089
4/30/2023 13:19,1000.99762,9.201411247
4/30/2023 13:19,1019.799133,9.10589695
4/30/2023 13:20,1068.998779,9.171770096
4/30/2023 13:20,1085.99939,9.239608765
4/30/2023 13:20,1061,9.306986809
4/30/2023 13:20,1021.993713,9.395125389
4/30/2023 13:20,1055.998657,9.514072418
4/30/2023 13:20,1016.994629,9.749231339
4/30/2023 13:21,1048.994019,9.985482216
4/30/2023 13:21,1069,10.05260372
4/30/2023 13:21,1072.963623,10.09574032
4/30/2023 13:21,1089.990479,10.12274361
4/30/2023 13:21,1262.971558,10.17113304
4/30/2023 13:21,1059.990112,10.22142315
4/30/2023 13:22,1099.968872,10.24114323
4/30/2023 13:22,1028.993408,10.23914337
4/30/2023 13:22,1104.317139,10.25341511
4/30/2023 13:22,1071.730713,10.28082943
4/30/2023 13:22,1111.977539,10.28272152
4/30/2023 13:22,1137,10.28627491
4/30/2023 13:23,1396.784668,10.30014706
4/30/2023 13:23,1138.983276,10.30524063
4/30/2023 13:23,1080,10.37937641
4/30/2023 13:23,1113.108032,10.46471119
4/30/2023 13:23,1162,10.47057247
4/30/2023 13:23,1113.001953,10.44987583
4/30/2023 13:24,1093.000244,10.39612484
4/30/2023 13:24,1139.983276,10.35786724
4/30/2023 13:24,1108.994019,10.31945992
4/30/2023 13:24,1175.911743,10.26129532
4/30/2023 13:24,1133.999023,10.16350174
4/30/2023 13:24,1008.999573,9.995905876
4/30/2023 13:25,1145.998657,9.846065521
4/30/2023 15:55,1107.001465,9.123838425
4/30/2023 16:04,1099.007202,8.387776375
4/30/2023 16:04,1152.995972,8.328684807
4/30/2023 16:04,1069.005005,8.240800858
4/30/2023 16:04,1189.976074,8.088492393
4/30/2023 16:04,1019.291748,7.911198139
4/30/2023 16:04,1124.999146,7.782797337
4/30/2023 16:05,1157,7.726727486
4/30/2023 16:05,1180.998169,7.916353226
4/30/2023 16:05,1178.95752,8.430005074
4/30/2023 16:05,1169.937866,8.791497231
4/30/2023 16:05,1145.004395,8.851344109
4/30/2023 16:05,1034.950562,8.822844505
4/30/2023 16:06,1046.980835,8.781906128
4/30/2023 16:06,1037.922119,8.724962234
4/30/2023 16:06,1026.940674,8.663961411
4/30/2023 16:06,1178.010986,8.599040985
4/30/2023 16:06,1010.150085,8.558227539
4/30/2023 16:06,1115.996948,8.526220322
4/30/2023 16:07,1163.018921,8.479230881
4/30/2023 16:07,1058.996582,8.431278229
4/30/2023 16:07,1170.980469,8.376223564
4/30/2023 16:07,1160.028564,8.389354706
4/30/2023 16:08,1151.002441,9.109818459
4/30/2023 16:08,1170.747925,9.087687492
4/30/2023 16:08,1014.976013,9.042140007
4/30/2023 16:08,1161.997559,9.025818825
4/30/2023 16:08,1193.973633,9.019240379
4/30/2023 16:09,1194.009399,8.981513023
4/30/2023 16:09,1035.184448,8.938110352
4/30/2023 16:09,1109.997192,8.890658379
4/30/2023 16:09,1145.008423,8.791658401
4/30/2023 16:09,1016.990112,8.737075806
4/30/2023 16:09,1150.992798,8.725413322
4/30/2023 16:10,1102.968018,8.702454567
4/30/2023 16:10,1099.003784,8.759659767
4/30/2023 16:10,1098,8.934288025
4/30/2023 16:10,1125.997559,9.137804031
4/30/2023 16:10,1109.939819,9.254095078
4/30/2023 16:10,1118.027954,9.300427437
